S.#,Sentence,Label
1856,This is becoming ver.,Non SCR
1857,"After updated, whatsapp got some problems in my phone. ",Non SCR
1858,"The video kept pausing and then gone for no reason, I didn't press anything and looks like it turned off by itself. ",SCR
1859,"I have to call them back bcs in their phone my call just ""reconnecting"" meanwhile in mine already disconnected. ",SCR
1860,"Sending files (photos, videos, docs, etc) needs a long time to delivered. ",Non SCR
1861,"Buffering loading for a long time, really weird bcs I still can chatting normally without problems.",Non SCR
1862,There is good privacy in this app. ,Non SCR
1863,"It also supports fingerprint but one drawback is, if suppose suddenly fingerprint sensor stops working then how can we open WhatsApp? ",Non SCR
1864,It's horrible in that situation.,Non SCR
1865,????????,Non SCR
1866,Nice ???ç,Non SCR
1867,Very good,Non SCR
1868,Abusanga. ,Non SCR
1869,Talata,Non SCR
1870,No Thank,Non SCR
1871,Oneplus 8 .. incoming messages notification is not working. ,Non SCR
1872,Pop up message is not working . ,SCR
1873,Messages see in shutter.,Non SCR
1874,Whatsapp apps,Non SCR
1875,Whatsapp not workig,Non SCR
1876,Facebook is very useful please make arrangements to record voice mail. ,Non SCR
1877,Next if any message comes with photo iam not able to post to Facebook. ,SCR
1878,Only photo is posted to th but if I post to Twitter photo and messages both message and photo iam able to post. ,Non SCR
1879,Please introduce the above thanks,Non SCR
1880,Wow,Non SCR
1881,Rabi,Non SCR
1882,Good,Non SCR
1883,My whats app not working on wifi data,Non SCR
1884,Adamu b yakubu ploty,Non SCR
1885,Unable to switch between apps or just leave the phone alone while calling.,Non SCR
1886, It will put to sleep the mic and the conversation is interrupted. ,SCR
1887,Moving to a different app.,Non SCR
1888,I have a issue while using this app. ,Non SCR
1889,It is good for downloading games,Non SCR
1890,I am using redmi y2 Android 9 Miui 12.0.2.0 ,Non SCR
1891,Please solve this bug.,Non SCR
1892,very2good,Non SCR
1893,Ok,Non SCR
1894,Great thanks,Non SCR
1895,Whatsapp is very good app but there is a problem of using it. ,Non SCR
1896,"The problem is that when i deleted my message from whatsapp group using delete for everyone option, the message was deleted by my side only and all my friend viewed that messages. ",SCR
1897,Please improve the message security of whatsapp. ,Non SCR
1898,Also block those apps which allows users to view someone's deleted messages.,SCR
1899,Hi. My Facebook app doesn't work the third day. ,Non SCR
1900,"Everything is OK with IG, WhatsApp and Messenger, but the smartphone app is down. ",Non SCR
1901,"Ukraine based, Samsung A50.",Non SCR
1902,Fed up of delete for everyone messages not working most of the time. ,SCR
1903,Where is my so called disappearing messages feature please.,SCR
1904,I have the latest app update. ,Non SCR
1905,please fix these issues.,Non SCR
1906,what's app thank you,Non SCR
1907,Good but.... Screen records 720P above. ,Non SCR
1908,When uploaded at status it will drop like 240/144P. ,Non SCR
1909,Disappointed. ,Non SCR
1910,Facebook are better when its about uploading..,Non SCR
1911,Hope whatsapp can improve this and ill give 5 stars also edit review.,Non SCR
1912,Excellent.,Non SCR
1913,????,Non SCR
1914,Very nice,Non SCR
1915,Interesting,Non SCR
1916,Its good but why they copy everything from other apps,Non SCR
1917,Nice,Non SCR
1918,Very good app,Non SCR
1919,Im using Android and my camera is good enough. ,Non SCR
1920,But when it comes to share any photos and videos.  ,Non SCR
1921,why the quality is so bad. ,Non SCR
1922,"Pls be like twitter, even using Android, the quality is still great!",Non SCR
1923,Nice apps,Non SCR
1924,No discripsion,Non SCR
1925,Plz support bubble chat.,Non SCR
1926,Nice,Non SCR
1927,Lakshmi.,Non SCR
1928,sanju,Non SCR
1929,"I don't know what is happening, everything is fine. ",Non SCR
1930,"But when I ask anyone to send me their status, they send me their status but I can play that videos, but I can't see them in gellery, it doesn't get saved in gellery,.. ",SCR
1931,please fix it.,Non SCR
1932, what is happening. ,Non SCR
1933,????,Non SCR
1934,This is a great app. ,Non SCR
1935,It is bot just for grown adults but it is also great for kids. ,Non SCR
1936,Tthis is so fun just to watch your favorite youtubers and other fun stuff.  ,Non SCR
1937,Also you can just be yoirself it also comes with block. ,Non SCR
1938,so you can block a person that you dont want to talk to. ,Non SCR
1939,Also you can meat a lot of new people your age and connect with people. ,Non SCR
1940,You havent talked to in a long time.,Non SCR
1941,"Good for group messaging but I couldn't transfer my chat history to my new phone, and after I tried twice it decided to lock me out for 7 hours. ",SCR
1942,Also it can't be used without working sim card and whatsapp web doesn't support video calling.,SCR
1943,Nyc,Non SCR
1944,Excellent,Non SCR
1945,I face a severe problem in past few month that when I try to log in through phone number but I can't receive any OTP from your surber . ,SCR
1946,I try with lots of number but not a single one is work but in the other hand in 'whats app business' all the numbers are work . ,SCR
1947,SO PLEAS TOOK IN TO THIS MATTER .,Non SCR
1948,I love you,Non SCR
1949,Ö??Ö??Ö?˝Ö??Ö?™Ö??Ö??Ö??Ö?¯ Ö?èÖ??,Non SCR
1950,Bacar,Non SCR
1951,Good,Non SCR
1952,"Well, this app really caught everyone's attention because this is the highly recommendation app that easily communicate with our loved ones even they are so far away from us..",Non SCR
1953,"The moment you chat , videocall through this Facebook then it's automatically recieve by the one you interacted with. ",Non SCR
1954,"That's why , I appreciate the usage and benefits.  ",Non SCR
1955,"We take from this app because having it, is a great to all of us to easily communicate with other people and of course with our loved ones. ",Non SCR
1956,Thanks Facebook.,Non SCR
1957,Whatsapp,Non SCR
1958,Kariyanna,Non SCR
1959,"Hello whatsapp developers, we have been using watsapp for a long time, but one thing confuses me, 
that when you delete a message for everyone it will be visible to everyone ""you deleted the message"". ",SCR
1960,please fix it.,Non SCR
1961,It's good and very easy to talk with every person video calls are also great.,Non SCR
1962,5 star deserving app . ,Non SCR
1963,"But I am giving 3 stars because I use WhatsApp from my laptop most of the time and even though my internet is working 
really well, it shows that make sure your device is connected to internet. ",Non SCR
1964,And this happens quite many times . ,Non SCR
1965,Please fix this. ,Non SCR
1966,"It's a 5 star then for sure EDIT, 15 april : still the WhatsApp on laptop continues to show phone not connected to internet several times day in and day out",Non SCR
1967,Good,Non SCR
1968,Good,Non SCR
1969,Woooow....,Non SCR
1970,Vikas bagli,Non SCR
1971,Lalitsharma,Non SCR
1972,Good,Non SCR
1973,Of late the app consumes too much data on my phone for no reason. ,Non SCR
1974,I constantly have to reinstall or loose memory space on my device.,Non SCR
1975,I'm having trouble since last update. ,Non SCR
1976,My phone went blank when there incoming/outgoing call via Whatsapp. ,SCR
1977,"And then my phone book went blank, seems like my this app having trouble when snyc with my phonebook.",Non SCR
1978,My image quality on video call was very bad. ,SCR
1979,Not same if compare with image on camera it self,Non SCR
1980,Nice app,Non SCR
1981,Recently taking pictures in the app became even worse than ever due to rotation that regularly is way off. ,SCR
1982,"You can see that the phone switched to horizontal mode, but the photos are for some reason rotated as if the phone was held vertically. ",SCR
1983,Also the privacy measures do concern me as well as the lack of native support for iPads.,Non SCR
1984,The Best,Non SCR
1985,Good,Non SCR
1986,Inosa HaB,Non SCR
1987,The app is good but the only problem is that i still verify my number but it say for a call or sms.  ,SCR
1988,Please work on it because when you verify ones. ,Non SCR
1989,There is no need of verify again when changing a phone,Non SCR
1990,There is a hack my friend uses. ,Non SCR
1991,"I don't know how it works through an app or something like that, that 16 year old can view deleted for all messages!!! ",Non SCR
1992,The hack allows him to save the deleted for all messages. ,Non SCR
1993,"How is this maintaining our privacy that cannot even prevent a hack used by a 16yr old boy, who doesn't even know hacking just using a local app from google???? ",Non SCR
1994,Please fix this issue ASAP. ,Non SCR
1995,Otherwise the app is pretty good for messages.,Non SCR
1996,Mmm,Non SCR
1997,??ù¯??ù¯??ù¯??ù¯??ù¯??ù¯???ç???ç???ç???ç???ç????????????,Non SCR
1998,"There should be separate TABs for Chats and Groups like prevailing 3 TABs namely Chat, Status & Calls or atleast there 
should be a setting mode if someone want both chats and groups in single Tab or 2 separate Tabs. ",SCR
1999,This would be more convenient...,Non SCR
2000,Sweet,Non SCR
2001,"Since last few weeks it's not always sending me notifications for a new msg, and often not ringing when someone is calling me. ",SCR
2002,I reinstalled the app twice already and it's still the same. ,Non SCR
2003,Android 8. ,Non SCR
2004,Will be good if you can fix it...,Non SCR
2005,Very good,Non SCR
2006,The recorded voice message volume is now controlled as in-call volume and its not loud enough even on the highest level. ,SCR
2007,I think the latest update caused that and its annoying.,Non SCR
2008,Usage experience is great as always. ,Non SCR
2009,However one good thing would be to put groups in a separate tab at the top. ,Non SCR
2010,That will be great for using the app.,Non SCR
2011,Nice,Non SCR
2012,u cant hqve alot of people on a call its like max 5.  ,Non SCR
2013,Statuses should last longer than 24hrs,SCR
2014,if u delete a chat in private chat before the person goes on ur profile the person can still read ur chat.,SCR
2015,Best,Non SCR
2016,"All is good, the only thing this app need is edit button. ",SCR
2017,It's suck to delete a long message and write it all again from beginning just because a one or two typo. ,SCR
2018,Please consider this.,Non SCR
2019,Love it,Non SCR
2020,Voice recorder is not good,SCR
2021,Good,Non SCR
2022,????,Non SCR
2023,Very good app,Non SCR
2024,Its easy to log in many acc.!!,Non SCR
2025,"Hello, The worst thing about this app is the picture quality. ",Non SCR
2026,Even if u capture from ur normal camera while sending it from this app it reduces and also even if uts a screenshot it just blurs out. ,SCR
2027,Fix this. ,Non SCR
2028,Get a better picture quality,SCR
2029,I like this app.,Non SCR
2030,please install my previous whattsapp 257369,Non SCR
2031,Very good,Non SCR
2032,am trying my best if you can help if not can't do much thank you,Non SCR
2033,???ˇ???ˇ???ˇ???ˇ,Non SCR
2034,""",,77 in X cv yÖ??Ö?®, in",Non SCR
2035,"Hello guys As it is stated by many users of this application, the number of video need some adjustments instead of 5, to me is too small, if possible 10 upwards. ",Non SCR
2036,Also try to put secret chart for this application because is used globally and privacy is very important in using such an application. ,Non SCR
2037,The app developer please remove vibration is not good for our health. ,SCR
2038,I has been saying this because billion are using this app so their health should be your number one priority.,Non SCR
2039,Unable to update. ,Non SCR
2040,"It's showing pending, App is not opening. ",SCR
2041,Please resolve the issue.,Non SCR
2042,Cons: Everything is deleted when the user reinstalls whatsapp. ,SCR
2043,In first install this app must warn if user reinstall app everythings will be deleted. ,SCR
2044,In telegram when user reinstall app nothings change. ,Non SCR
2045,"Please warn users in first installation, that if they reinstall app, all chats disapear.",SCR
2046, Cons: blur videos unlike telegram.,SCR
2047,I think lots of people want natural beauty and different filters for WhatsApp vedio calls.,SCR
2048,This app's great and all but I think it should have an update where as when your on video call you should be able to show the receivers.  ,SCR
2049,Your gallery or should be able to display your gallery on a call.,SCR
2050,Super,Non SCR
2051,Good app to chat and calling but one drawback.  ,Non SCR
2052,Need to increase PING Contacts numbers,SCR
2053,"It's taking only 3 numbers atleast increase 5 numbers, otherwise every time need to search the contacts. ",SCR
2054,????É?çÉ??????É?çÉ??????É?çÉ??,Non SCR
2055,"After installing, caller notification while calling is not displayed, only calling sound is hearing. ",SCR
2056,Unable to attend the incoming call. ,SCR
2057,"What to do, kindly advise.",Non SCR
2058,Bug 1 :: After I delete my status people still uses to see n reply after 5-10 hours later . ,SCR
2059,I guess it is cached in their .. status . ,Non SCR
2060,This should be refreshed n removed ,Non SCR
2061,Bug 2:: After I delete media for both ...it removes from the chat . ,Non SCR
2062,But if you check in whatsapp image it still exists .,Non SCR
2063,I have to del it explicitly once again .,Non SCR
2064,In fact while deleting remove from.phone already checked .,Non SCR
2065,When I upload 1080p whatsapp status.... The audio is not syncing... ,SCR
2066,Seriously fix that error man and it also reducing the quality of the video automatically... ,Non SCR
2067,Ps : try to bring back 1 min whatsapp status.,Non SCR
2068,Multiple dimensions of the mind have been reached. ,Non SCR
2069,Facebook is an awesome social platform that can help keep account of your things as you journey an astral pathway to the highest planes of the mind..,Non SCR
2070,godhead.,Non SCR
2071,Because this app is very popular .,Non SCR
2072,"Sometimes during the day I don't seem to be able to connect to WiFi, Internet access etc, can't even click the links below!",Non SCR
2073,It does take a huge space on my phone storage and everything is uploaded on my phone to be available while offline but in fact I DON'T NEED THAT and I DON'T WANT THAT!!! ,SCR
2074,PLEASE make it like Facebook messenger and make data available only when online...,Non SCR
2075,In this app data speed is very low.,SCR
2076,Aw thanks,Non SCR
2077,Mhiz blinz sky,Non SCR
2078,Good,Non SCR
2079,This app is so good you are going to love it. ,Non SCR
2080,Pls download this app guys. ,Non SCR
2081,Pls i am in love with it.,Non SCR
2082,???????ç???ç???ç????????,Non SCR
2083,Video calls are always a problem they keep pausing and can't hear the other person clearly. Work on that it's so irritating.,SCR
2084,The app is great but the reason I gave 3 stars because I installed it on April last year but it is expiring fix your trash.,SCR
2085,Ok,Non SCR
2086,U Saids t see hyou u havc bye,Non SCR
2087,"It's been a superb app as always , what I wish is just a tweak of UI to get rid of full green color like they did on play store UI much clean without those green colors. ",Non SCR
2088,It will be perfect UI. ,Non SCR
2089,"Too much greens at the top , UI needs to be clean. ",Non SCR
2090,Seriously android Whatsapp needs UI tweak alot. ,Non SCR
2091,Too much colors make it clean as ios.,Non SCR
2092,Ranjith,Non SCR
2093,Good,Non SCR
2094,Good apps,Non SCR
2095,There's a bug. ,Non SCR
2096,When. ,Non SCR
2097,You want to send pictures. ,Non SCR
2098,It brings up thumbnails includes in your library,Non SCR
2099,Very very good,Non SCR
2100,"Sometime,when I want to post vid in status..it will delay the sound. ",Non SCR
2101,The video move fast than sound.,SCR
2102,Its annoyong.,Non SCR
2103,"Don't know what's happening, can't download media (photos & videos) and not my settings, tried everything even clearing cache's restarting phone and still not working.",SCR
2104,Very easy to use .,Non SCR
2105,Nowadays its important increases as almost everyone use this app . ,Non SCR
2106,"We can call a video ,audio call around the globe, share images ,video's of our beautiful memories .",Non SCR
2107,??ù¯??ù¯??ù¯??ù¯??ù¯??ù¯???ç???ç???ç???ç???ç????????????,Non SCR
2108,In your next update let the chat backup in the background because it doesnt make sense that when its backing up you cant use the app.,Non SCR
2109,Good,Non SCR
2110,Good,Non SCR
2111,Ashan khan usterzaipayan kohat,Non SCR
2112,"While on videocalls using a bluetooth device, the calls arent transmitted to the Bluetooth more often than it should especially 
when im the one trying to call and i have to click the bluetooth button 10 times for it to finally forward the voice to my headset so i request you to please fix this bug.",SCR
2113,Previously i had given 5 star but now after latest update i cant make a call at my first attempt at all. ,Non SCR
2114,It is annoying that i have to make 2-3 try to get call connected. ,SCR
2115,Whatsapp app is getting after 2-3 sec of talk that makes both persons annoyed.,SCR
2116,Whatsapp has been very helpful communication tool. ,Non SCR
2117,"But when I upload pictures and videos on my status, they are always very very blurry. ",SCR
2118,I use a Samsung S10. ,Non SCR
2119,Please I beg you to this issue as this makes me very sad when it happens. ,Non SCR
2120,Thanks.,Non SCR
2121,Priyanka reddy,Non SCR
2122,Really good app,Non SCR
2123,"The location feature on my up to date, location on, android stopped working.",SCR
2124,So far so good and that option I'm suggesting could be a game changer.,Non SCR
2125,What app,Non SCR
2126,"U guys need to improve whatsapp like how it on iPhone , other wise go to hell ...... !!!!",Non SCR
2127,Ok,Non SCR
2128,"Since last update, I m unable to send my status with what's app images as those r not visible to choose pics from. ",SCR
2129,While what's app images r seen in gallery. ,Non SCR
2130,"All apps have same issue Instagram, telegram and what's app.",Non SCR
2131,chanchal dubey,Non SCR
2132,elinabanda,Non SCR
2133,Too good this app,Non SCR
2134,Not let me add people,Non SCR
2135,Good. ,Non SCR
2136,But vdo call has a very poor quality in terms of both vdo and sound.,SCR
2137,A nice app to chat but . ,Non SCR
2138,If I call any one it gives bad experience. ,SCR
2139,If they will clear this problem then all is good.,Non SCR
2140,???ç,Non SCR
2141,This is a biggest blunder app that you have made ever. ,Non SCR
2142,We cannot even keep status properly. ,SCR
2143,"Suppose if we are keeping status of any video of 1 or 2 minutes it says only 30 second video will post okay, but after separating 
video in 2 or 3 parts then 1st part should come first instead of going at last.",SCR
2144,Great app for chatting but the only problem. ,Non SCR
2145,I have is that whenever I post a status or send a private message but delete it some people still do see it. ,SCR
2146,Why?,Non SCR
2147,"Fda is h c g gas is cZj and lgdo dad, to do hj seedad far did he sh have been has to do g dates j has lh dad ZDf thehat",Non SCR
2148,Shahilkhan,Non SCR
2149,Dancing,Non SCR
2150,Sachin yadav Rudra Aiher,Non SCR
2151,Can't download whatsapp.,Non SCR
2152,Please remove the number of times a message can be shared feature and make it unlimited. ,SCR
2153,That's really annoying.,Non SCR
2154,Hdekek,Non SCR
2155,Goof,Non SCR
2156,Mambo,Non SCR
2157,Good,Non SCR
2158,kaka,Non SCR
2159,Good,Non SCR
2160,Ranensarkar,Non SCR
2161,Sachin yadav Rudra Aiher,Non SCR
2162,My God is Able,Non SCR
2163,Can't find this app home page,SCR
2164,"If whatsapp can add 'room/ channel' feature for the Group chat, it will be very great. ",SCR
2165,So that a group with the same member can chat different topics in a different 'room/channel'.,Non SCR
2166,rs,Non SCR
2167,Bast aap,Non SCR
2168,Since the last update my whatsapp is crashing again and again. ,Non SCR
2169,Yesterday my phone battery drained in few hours bcoz of this issue. ,Non SCR
2170,Even after sending a feedback report it's still happening. ,Non SCR
2171,Really disappointed with the new update.,Non SCR
2172,"The new update is so bad, if i close my whatsapp tabs, I won't get any notification. ",SCR
2173,"Before this it doesn't happen, or when i call someone it will end the call immediately. ",SCR
2174,Please fix this issue asap.,Non SCR
2175,Its kinda greet bt its not loading jst saying pending pending,Non SCR
2176,Its good but why they copy everything from other apps,SCR
2177,Nehavarma Nehavarma,Non SCR
2178,Good,Non SCR
2179,Deleet,Non SCR
2180,2 3,Non SCR
2181,Not satisfied,Non SCR
2182,Two updates within days yet no description of what changes - improvements or bug fixes? ,Non SCR
2183,Robot email response to my polite query.,Non SCR
2184, Why so many updates & for what reasons?,Non SCR
2185,Very good.,Non SCR
2186,Bast aap,Non SCR
2187,"Whatsapp calls on NEW Samsung Galaxy A52 speakerphone not clear, echoes and scrambled! ",Non SCR
2188,Please fix this! ,Non SCR
2189,Normal phone calls on the device's speaker phone are clear. ,Non SCR
2190,But WhatsApp calls on the device's speaker phone are clearly inaudible for the recipient..they can never hear me clearly. ,SCR
2191,"They always complain of interference, echoes, and scrambling. ",SCR
2192,"This isn't an issue with the device, but clearly with Whatsapp! ",Non SCR
2193,Multiple Samsung users seem to have the same annoying issue! ,Non SCR
2194,Please fix this bug!,Non SCR
2195,???ˇ???ˇ???ˇ???ˇ,Non SCR
2196,I've rated U 5 stars before but now 1 star coz I've been so disappointed. ,Non SCR
2197,Can't open it for 3 days now. ,SCR
2198,We've lost lots of clients already. ,Non SCR
2199,Always tells me to wait for sms for 24 hrs twice to get a verification code which I did. ,Non SCR
2200,And now for the 3rd time it got very worse coz it tells me 48 hrs!. ,SCR
2201,I clicked call me but only called me for the code once on the first day thereafter no more. ,SCR
2202,I would really appreciate if they could assist my problem URGENTLY coz this is my business number.,Non SCR
2203,Used to be good but now the names of contacts have suddenly disappeared. ,SCR
2204,I'm in an awful pickle. ,Non SCR
2205,"I have tried everything adding to existing contacts pressing 'save' as per instructions still my ""what's app"" contacts only shows as numbers not names of people. ",SCR
2206,Any ideas that may help?,Non SCR
2207,Good. ,Non SCR
2208,"It count detect current location, nor could I add a new location.",SCR
2209,Good,Non SCR
2210,"Hae , so powerful and conective in our era.",Non SCR
2211,Best chatting app ????,Non SCR
2212,Awesome,Non SCR
2213,I like this app,Non SCR
2214,"Bom, por??m j?≠ est?≠ bem atrasado (sem op???úo para customizar o wpp), al??m de que muitos usu?≠rios est?úo indo para os wpps modificados....",Non SCR
2215,Llp,Non SCR
2216,Many new functions added in WhatsApp but think if group chat column is new one added... and about pictures clearly not perfect,SCR
2217,Cool chatting app,Non SCR
2218,????????????,Non SCR
2219,I like that,Non SCR
2220,Ö¶? ....ÖÆÅÖÆÅÖÆ?,Non SCR
2221,Telegram is way better because of the options it has.,Non SCR
2222, Especially not leaving a trace when you delete a messege,Non SCR
2223,It is good app.,Non SCR
2224,"For some reason, my mic while sending an audio message doesn't work sometimes, it's as there's no mic, I checked everything, 
Permissions, the mic itself, whatsapp call... Everything works except for the audio message. ",SCR
2225,Please solve this issue and I'll change my review (Sony xperia XZ2 - Android 10),Non SCR
2226,Nindemana Jean damascene,Non SCR
2227,Vikas bagli,Non SCR
2228,Awesome,Non SCR
2229,Good,Non SCR
2230,Not let me add people,Non SCR
2231,Super,Non SCR
2232,"I like it, but There should be an option in privacy that ""who can send you a Message"" Just like Last Seen, Profile Photo and About. ",SCR
2233,Thanks.,Non SCR
2234,I am giving 1 star because the app limits my news forwarding to 1 contact only. ,SCR
2235,"Also when I have like 100 unread messages which I am starting to read from the top and I see a link which I tap and it brings me 
to my browser and when I come back to my messages I find that whatsapp has scrolled me to the end of all my unread messages and I have to scroll up and find the last message I read to continue reading from there. ",SCR
2236,What kind of bad programing or coding is whatsapp doing? Telegram no such prob,Non SCR
2237,Good but i want now two more features 1- voice call recording. 2- switch video call to audio call.,SCR
2238,Good,Non SCR
2239,After policy terms,Non SCR
2240,"I like the app especially for my work as I can send photos on the spot for clients but there have been times where I have missed 
messages as notifications aren't compatible with Android anymore.",SCR
2241,So what happend to the ability to share content to emails options gone?,Non SCR
2242,Everything good except quality of pictures being sent or used as a profile pic. ,SCR
2243,I literally used an 8k wallpaper and the quality was worse than 4k when uploaded as a pfp.,SCR
2244,There should be a passcode before qr code during opening chat in another device.. ,SCR
2245,It will be more secure. ,Non SCR
2246,Two way varification should also work here.,Non SCR
2247,This is my 5th update in less than 2months. ,Non SCR
2248,Still the notification pop up is still off.. saying my version is old and have update my phone and still updated it now.,SCR
2249, I am using Samsung A20es,Non SCR
2250,Hahaha,Non SCR
2251,Priyanka reddy,Non SCR
2252,Nominal,Non SCR
2253,Good,Non SCR
2254,Its easy to access n comfortable.really its awsome.,Non SCR
2255,My Whatsapp media (photos) does not show up in my phone gallery any more. ,SCR
2256,"Also, if I choose a picture in the app and try to share external, the external app sharing part (from Android I guess?) just crashes.",SCR
2257,Veru good but there is no option for customisation in theme and limited number of members in group.,Non SCR
2258,Iwant WhatsApp,Non SCR
2259,Better,Non SCR
2260,Ok,Non SCR
2261,Its kinda greet bt its not loading jst saying pending pending,Non SCR
2262,"Before last couple of updates, we can see in 'Storage and data' the total number of messages count to a single person... but now it has been changed. ",Non SCR
2263,And i can't open front or back camera flash duringvideo call Team whatsap . ,SCR
2264,This is so bad,Non SCR
2265,Good app,Non SCR
2266,Ö??Ö??Öù? Ö??Öù?,Non SCR
2267,Nyc,Non SCR
2268,When I videocall any person with Bluetooth handsfree that time disconnect Bluetooth handsfree connectivity. ,SCR
2269,Pls solve this problem.,Non SCR
2270, I also check other mobile my Bluetooth handsfree.,Non SCR
2271,it is complete work other mobile.,Non SCR
2272,No doubt whatsapp is definitely a great app. ,Non SCR
2273,But why can't you added features like gb whatsapp or some advance features which will provide by other duplicate whatsapp,SCR
2274,This app has always been good but lately I've been experiencing a lot of complications. ,Non SCR
2275,"Ive been offline for a while, so i logged in with another device but the contacts from the old user is scrabbled in mine. ",SCR
2276,Its pretty annoying.,Non SCR
2277,It is simple but charming.,Non SCR
2278,Yogseh. Kumtuar,Non SCR
2279,In this app data speed is very low.,Non SCR
2280,Cool,Non SCR
2281,This app is actually not that bad! ,Non SCR
2282,But I want to make folders just like Telegram and I want the emojis to be Apple emojis just like Telegram too. ,Non SCR
2283,"I also have many friends complaining about their number getting banned and now they can't Whatsapp me anymore unless they change their number, so please undo that!",SCR
2284,"Its really help full, but I just can't support about the internal memory, its getting bigger and full when share video and photos. ",SCR
2285,My phone getting slow & out of ram storage.,SCR
2286,Enjoy s,Non SCR
2287,Nice,Non SCR
2288," I loved all the details and visuals of this app, but functionality is more important.",Non SCR
2289,Is good,Non SCR
2290,very bad app,Non SCR
2291,Is good,Non SCR
2292,A good app although sometimes during a call the connection drops unexpectedly and you have to end the call.,SCR
2293,Ok,Non SCR
2294,Oo,Non SCR
2295,"Please replace the ""Delete for everyone"" option with ""Unsent"" message to make the annoying ""This message was deleted"" no more a problem.",SCR
2296,???????è,Non SCR
2297,I give three star because it is a very good application that join to each other easily send msg pics etc. ,Non SCR
2298,Thier performance also good but Thier are some problem such as logging no or change another no.,SCR
2299,Too slow,Non SCR
2300,Wasapi,Non SCR
2301,Ww to the www wwwwwwwwwww,Non SCR
2302,Happy,Non SCR
2303,"I think the app needs an improvement because when it having issues you have to update the app and while updating it gonna show 
you restore messages and while it been restored not all the messages appear back So I think there should be solution for that.",SCR
2304,No comments,Non SCR
2305,Messages take ages to get through to people have to restart my phone same problem as Facebook Messenger. ,SCR
2306,Used to work really well but not so good at the minute.,Non SCR
2307,Woooow....,Non SCR
2308,Normal life we,Non SCR
2309,"It's a great weather app, but the issue I have are the notifications disappear and I can't seem to get them back",SCR
2310,It will be more secure. ,Non SCR
2311,Two way varification should also work here,SCR
2312,Thk hi,Non SCR
2313,Hi dear developers I found a security hole in WhatsApp. ,Non SCR
2314,Fingerprint lock is not secure when someone has the pattern or pin of lock screen. ,SCR
2315,"With the pattern or pin spy can remove the fingerprint data and without that, WhatsApp will be opened. ",SCR
2316,It is not really secure. ,Non SCR
2317,It should be better when the fingerprint data is removed WhatsApp requests its own password.,Non SCR
2318,After the last update on 29 Mar whenever I share a YouTube video thru WhatsApp it only sends the link. ,SCR
2319,The thumbnail short description is not included. ,SCR
2320,This is so disappointing as the recipient has no idea what I'm sharing. ,SCR
2321,Please put back the thumbnail with the YouTube link.,SCR
2322,You guys should try and add some Facebook gimmicks/functions.,SCR
2323,Priyanka reddy,Non SCR
2324,Subscribe my you tube channel,Non SCR
2325,Good,SCR
2326,Good,Non SCR
2327,This app is great but with minor issues.,Non SCR
2328," Whenever posting a video on my status, if I crop it, the audio doesn't match the video.",Non SCR
2329,Please see to this. Not to mention the quality of the gifs generated through the app.,SCR
2330,It was amazing Éù?ã?è????????????,Non SCR
2331,Nice,Non SCR
2332,Good,Non SCR
2333,Manjeet,Non SCR
2334,Biswajit NamasuDra,Non SCR
2335,Kariyanna,Non SCR
2336,Pls fix upload quality and upload timing. ,Non SCR
2337,One minute video takes one hour. ,Non SCR
2338,Uploading is too too too toooooooooooooooo slow.,Non SCR
2339,Please fix it sooooon.,Non SCR
2340,We want this is in the next update of WhatsApp.,Non SCR
2341,Please development team.... Respond this.... Fix it sooooon.. ,Non SCR
2342,Thank you...,Non SCR
2343,I like this app but in now days somthing is happens wrong I mean I can't open any link of study etc. ,SCR
2344,"And when I try to open I saw the notice that ""Unfortunatly the whatsapp has been stopped"". ",SCR
2345,I also update it but all in vain please help me.,Non SCR
2346,super,Non SCR
2347,nic,Non SCR
2348,This app is good,Non SCR
2349,I dont have any experience only booking,Non SCR
2350,"I'd rate 5 stars but since last update I can't update my status such as photo, video even text. ",SCR
2351,Just keeps sending. ,Non SCR
2352,Please solve this issue.,Non SCR
2353,Bravo,Non SCR
2354,I've been enjoying the app until my last 2 upgrades.,Non SCR
2355,"I noticed I can't reduce or increase the volume when watching a video on the status, so it's always loud.",SCR
2356,can you fix the bug pls?,Non SCR
2357,Delete chat accees should be available for both the side. ,SCR
2358,Like in telegram we can delete the both side chat.,Non SCR
2359,Another person can delete my chat and i can also delete the another person chat. ,Non SCR
2360,"Further, there should be no message appeared that you have delete the message.",SCR
2361,Swapan biswad,Non SCR
2362,Both of this became compulsory for this app. ,Non SCR
2363,This way there will be more users as they will find it comfortable then.,Non SCR
2364,"Otherwise overall it is good,but can be better. ",Non SCR
2365,Hope to see the better version so soon.,Non SCR
2366,????????,Non SCR
2367,Good,Non SCR
2368,Good,Non SCR
2369,Hardworking,Non SCR
2370,Whatsapp is good messaging app but some times this app is not perfect working in my phone. ,Non SCR
2371,"Any body send me images and documents in whatsapp chat , images and documents not show my gallery. ",SCR
2372,I gave permission media visibility but not show in gallery folder.,SCR
2373,The voice notes and audios should keep playing even when screen is locked of chat is closed.,SCR
2374,Good,Non SCR
2375,I am contineu. This app I,Non SCR
2376,No one is able to see my status. ,SCR
2377,I even check privacy settings and it's normal. ,Non SCR
2378,Please help,Non SCR
2379,It is ggod app. ,Non SCR
2380,But if you can add call recoder that would be an additional advantage.,SCR
